text,label,category
"Zomato Merchant Support: To fix payment settlement gateway on your phone, download AnyDesk and allow our engineer to review your POS software.",SCAM,remote_access
"Income Tax Portal Helpdesk: For quick filing of pending audit rectification, permit our tax assistant to access your screen via TeamViewer app.",SCAM,remote_access
"Dear customer, your WhatsApp has been linked to an unknown PC in Nigeria. Download RustDesk now so our technical executive can delink rogue devices.",SCAM,remote_access
"Congratulations! You won a cash prize of ₹1,50,000 in the Google Pay Festive Dhamaka lucky draw! Click http://gpay-festive-prize.in to claim your money into your bank.",SCAM,rewards_cashback
"Dear customer, your SBI credit card reward points worth ₹9,450 will expire at 11:59 PM tonight. Redeem points for cash directly into savings account at http://sbipoints-cash.co",SCAM,rewards_cashback
"PhonePe Special Reward: You have unlocked a scratch card worth ₹4,850 for regular UPI usage! Tap http://phonepe-scratch-win.top and claim your cash instantly.",SCAM,rewards_cashback
"HDFC Bank Festive Offer: You are selected for pre-approved cashback of ₹12,000 on your debit card. Authenticate card details at http://hdfc-cashback-claim.net to receive credit.",SCAM,rewards_cashback
"CRED Scratch Card: You won 10 grams 24K Gold Coin voucher or ₹62,000 cash equivalent. Claim reward by paying ₹499 shipping insurance fee at http://cred-gold-reward.in",SCAM,rewards_cashback
"Dear Shopper, you have been selected as the 1st prize winner of ₹2,50,000 in Diwali Shopping Carnival! Call prize distribution officer at 9811440022 to claim.",SCAM,rewards_cashback
"Airtel Thanks Reward: Claim your complimentary ₹2,500 lifestyle voucher or bank transfer today. Enter bank account details at http://airtel-thanks-bonus.org",SCAM,rewards_cashback
"Congratulations Aarav Sharma! Your mobile number 9876543210 won ₹5,00,000 in Kaun Banega Crorepati WhatsApp Lucky Draw! Contact manager Rana Pratap at 9822339900.",SCAM,rewards_cashback
"Paytm Cashback Alert: Unclaimed wallet cashback of ₹1,890 waiting for transfer. Tap http://paytm-unclaimed-cash.site to transfer funds directly to UPI account.",SCAM,rewards_cashback
"Amazon Pay Festive Gift: You have an unredeemed gift balance of ₹8,000. Link your savings account at http://amazon-gift-transfer.co before midnight to withdraw.",SCAM,rewards_cashback
"Dear Customer, your Indian Oil reward points worth ₹3,600 are expiring today. Redeem for instant fuel cashback into your bank account at http://iocl-points-redeem.in",SCAM,rewards_cashback
"Flipkart SuperCoins Alert: Convert your 2,000 SuperCoins into ₹10,000 hard cash! Limited time window ends today. Redeem at http://flipkart-coins-cash.net",SCAM,rewards_cashback
"Exclusive ICICI Bank Offer: Claim your annual festive bonus credit of ₹7,500. Log in to http://icici-bonus-claim.info using netbanking ID and password to credit account.",SCAM,rewards_cashback
"TATA Neu Surprise Reward: Congratulations! You won a brand new Tata Safari car or ₹15,00,000 cash prize! Register your claim at http://tata-safari-winner.org",SCAM,rewards_cashback
"Dear Customer, you received an exclusive cashback voucher of ₹3,750 from NPCI UPI Rewards. Tap http://npci-upi-reward.top to claim instantly into your linked account.",SCAM,rewards_cashback
"Congratulations! You won ₹1,00,000 in Jio 10th Anniversary Lucky Draw! Call prize verification officer at 9844110022 and pay nominal processing fee of ₹1,500 to release.",SCAM,rewards_cashback
"Axis Bank EDGE Rewards: Your 18,500 EDGE points worth ₹9,250 expire today. Convert points into statement cash credit at http://axis-edge-redeem.co now.",SCAM,rewards_cashback
"Zomato Gold Loyalty Prize: You are customer of the month! Claim ₹5,000 dining credit directly transferred to your bank account at http://zomato-loyalty-cash.in",SCAM,rewards_cashback
"Congratulations! Your name was picked in international remittance lottery for ₹10,00,000. Transfer ₹10,000 clearance tax to RBI escrow to receive full amount.",SCAM,rewards_cashback
"Dear user, claim your ₹2,200 festive cashback on UPI transfers. Enter your UPI ID and PIN at http://upi-festive-cashback.top to receive credit within 5 minutes.",SCAM,rewards_cashback
"Shoppers Stop Bonus: You have an unclaimed shopping credit voucher worth ₹6,500. Redeem voucher for cash into bank account at http://shoppers-voucher-cash.net",SCAM,rewards_cashback
"Dear cardholder, redeem your accrued reward points worth ₹4,800 on your Kotak credit card before they lapse on 30th Sep: http://kotak-rewards-portal.co",SCAM,rewards_cashback
"Congratulations! You won Apple iPad Air in Flipkart Big Billion Days Spin the Wheel contest! Claim gadget or ₹45,000 cash at http://flipkart-spin-winner.site",SCAM,rewards_cashback
"Swiggy One Reward: Claim your complimentary cashback bonus of ₹1,450 on food orders. Click http://swiggy-cash-reward.top to transfer to your Paytm wallet.",SCAM,rewards_cashback
"Dear user, your Google Pay reward points of ₹5,200 are ready for transfer to your bank account. Claim at http://gpay-reward-collect.in before link expires.",SCAM,rewards_cashback
"Electricity Power Cut Alert: Dear customer, your electricity power will be disconnected tonight at 9:30 PM from power substation because previous bill was not updated. Immediately call officer at 9811004455.",SCAM,threats
"National Cyber Crime Portal Alert: An arrest warrant has been issued against you under IPC Section 420 for money laundering. Deposit ₹50,000 bail bond to court escrow at 9822331122 to avoid arrest.",SCAM,threats
Mumbai Police Crime Branch: A FedEx international courier booked under your Aadhaar number was intercepted at airport containing 250g MDMA narcotics. Digital arrest ordered. Contact Inspector Sharma on WhatsApp immediately.,SCAM,threats
Notice from Telecom Regulatory Authority (TRAI): All mobile phone numbers linked to your Aadhaar will be disconnected within 2 hours due to illegal harassment complaints. Call TRAI desk at 9844002211.,SCAM,threats
CBI Headquarters Notice: FIR 482/2024 registered against your bank account for foreign funding violations. Transfer entire savings balance to RBI surveillance account for forensic inspection.,SCAM,threats
"Dear consumer, your Piped Natural Gas (PNG) connection will be permanently plugged tomorrow morning due to overdue meter charge. Call Adani Gas officer at 9877001122 to prevent cutoff.",SCAM,threats
"Urgent Legal Notice: A non-bailable arrest warrant has been approved by Metropolitan Magistrate Court regarding unpaid credit card dues of ₹48,000. Settle today or police will visit your residence.",SCAM,threats
"Income Tax Investigation Directorate: Tax evasion prosecution initiated against you. Penalty assessment notice of ₹1,85,000 generated. Pay settlement at http://incometax-settlement.org within 2 hours.",SCAM,threats
"Customs Department Notice: A seized parcel with illegal electronic contraband addressed to your name requires immediate explanation. Deposit ₹30,000 clearance fine or face detention at regional airport.",SCAM,threats
"Dear user, your bank accounts across all commercial banks will be frozen by midnight under Order 14-B of Ministry of Home Affairs. Contact vigilance director at 9833110022.",SCAM,threats
Urgent: Mumbai Cyber Police has initiated video digital arrest against your PAN card for financial fraud. Keep your Skype camera on and do not leave room until audit is finished.,SCAM,threats
Water Supply Dept Notice: Your municipal drinking water connection will be disconnected tomorrow at 8 AM due to unpaid drainage tax. Call recovery officer at 9866110022.,SCAM,threats
"Delhi Police Traffic Cell: You have 14 unpaid speed violation challans totaling ₹18,500. Vehicle confiscation order dispatched. Settle immediately at http://echallan-parivahan-settle.in",SCAM,threats
"Narcotics Control Bureau (NCB) Alert: Passport seized due to suspected international drug parcel forwarding. Pay ₹75,000 verification bond immediately to clear your name from FIR.",SCAM,threats
"Dear customer, recovery agents have been dispatched to your home address to seize household goods for defaulted loan EMI. Call recovery manager at 9811990011 to stop visit.",SCAM,threats
Enforcement Directorate (ED) Summons: You are ordered to appear tomorrow morning at ED zonal office regarding hawala money trail. Call investigative officer at 9855001122 to settle inquiry.,SCAM,threats
BSNL Legal Department: Your landline and internet will be permanently dismantled today due to non-payment of disputed penalty. Dial 9822113344 immediately to avoid disconnection.,SCAM,threats
Court Bailiff Notice: Property attachment proceedings scheduled for Friday morning regarding unpaid civil arbitration award. Contact advocate at 9844221100 for out-of-court settlement.,SCAM,threats
"Dear citizen, criminal defamation suit filed against your phone number for abusive messages. Pay pre-trial compromise fine of ₹12,000 to avoid non-bailable police custody.",SCAM,threats
"Electricity Vigilance Squad: Power line meter tampering detected at your premises. Heavy fine of ₹65,000 slapped. Pay settlement within 1 hour to prevent power cutoff and FIR.",SCAM,threats
"UIDAI Aadhaar Security Warning: Your Aadhaar has been misused in illegal hawala transactions in Dubai. Transfer ₹40,000 security deposit to cyber safe account to protect your identity.",SCAM,threats
Ministry of Finance Alert: Bank account ending 4829 marked for asset freeze by order of revenue intelligence. Contact compliance desk at 9877441100 immediately to lift freeze.,SCAM,threats
"Reserve Bank Enforcement Wing: Account flagged for suspicious peer-to-peer crypto transactions. Failure to deposit ₹35,000 compliance fee will result in freezing of all family accounts.",SCAM,threats
"LPG Gas Authority Notice: Commercial illegal refill notice served on your domestic cylinder connection. Pay ₹4,500 inspection penalty at http://lpg-fine-clear.org or face connection cancellation.",SCAM,threats
"Cyber Defense Agency: Compromising personal webcam videos will be published to all your social media contacts in 24 hours unless ₹50,000 bitcoin payment is sent to this address.",SCAM,threats
"Your A/C XX4829 has been debited by INR 1,450.00 on 03-Sep-24 via UPI to Swiggy. UPI Ref 424789123456. Avail Bal: INR 1,41,400.00. -SafeBank",LEGITIMATE,payment_confirmation
"INR 320.00 debited from A/C XX1042 on 02-Sep-24 14:15:10 via UPI to Zomato Media Pvt Ltd. Ref: 424690123891. Updated Balance: INR 28,450.00 -HDFC Bank",LEGITIMATE,payment_confirmation
"Dear SBI UPI user, your A/C XX3819 debited by Rs 2,150.00 on 01-Sep-24. Transfer to Tata Power Mumbai. Ref no 424512908123. -State Bank of India",LEGITIMATE,payment_confirmation
"A/C XX9012 debited for INR 4,200.00 on 30-Aug-24 19:22:15 at Apollo Pharmacy via POS. Avail Bal: INR 65,300.00. -Axis Bank",LEGITIMATE,payment_confirmation
"ICICI Bank: Paid INR 85.00 from A/C XX5102 to Mumbai Metro Rail on 03-Sep-24 08:45:12. UPI Ref: 424710928371. Available balance: INR 42,910.00",LEGITIMATE,payment_confirmation
Your account XX7721 has been debited with INR 899.00 on 02-Sep-24 towards payment to Netflix Entertainment Services. Ref: NETFLX492019. -Kotak Bank,LEGITIMATE,payment_confirmation
"SafeBank: Your A/C XX4829 has been debited by INR 2,499.00 on 26-Feb-24 towards Flipkart Internet Pvt Ltd. UPI Ref 405789123456. Bal: INR 1,42,850.00",LEGITIMATE,payment_confirmation
Debit Alert: Rs 150.00 debited from your A/C XX6019 on 03-Sep-24 10:11 AM via UPI to Chai Point. UPI Ref: 424700119922. -IndusInd Bank,LEGITIMATE,payment_confirmation
"HDFC Bank: INR 12,400.00 debited from account ending 3021 on 28-Aug-24 for payment to Croma Electronics. Ref: 424109283719. Avail Bal: INR 88,100.00",LEGITIMATE,payment_confirmation
"A/C XX2201 debited by INR 650.00 on 01-Sep-24 at Shell Petrol Pump. Card ending 4812. Available Balance: INR 19,450.00 -Punjab National Bank",LEGITIMATE,payment_confirmation
"Dear Customer, your Bank of Baroda A/C XX8812 has been debited by INR 1,800.00 on 31-Aug-24 via IMPS to Dr. Lal PathLabs. UTR: BOB2489102931.",LEGITIMATE,payment_confirmation
"Axis Bank: Rs 550.00 paid from A/C XX9012 to Uber India Systems on 03-Sep-24 09:30 AM. UPI Ref 424719283019. Balance: Rs 52,140.00",LEGITIMATE,payment_confirmation
"SafeBank: Paid INR 420.00 to Swiggy Online Food on 03-Sep-24 13:15:00. Mode: UPI/swiggy@icici. Reference: TX10192831. Avail Bal: INR 1,42,430.00",LEGITIMATE,payment_confirmation
"A/C XX1940 debited by INR 3,120.00 on 29-Aug-24 towards BigBasket grocery order. Ref: BB49102931. Avail Bal: INR 31,500.00 -Canara Bank",LEGITIMATE,payment_confirmation
"SBI: Your account XX4829 debited by Rs 180.00 on 02-Sep-24 for fastag toll at Kherki Daula Plaza. Remaining Balance Rs 91,240.00",LEGITIMATE,payment_confirmation
"ICICI Bank: INR 7,999.00 debited from A/C XX5102 on 25-Aug-24 for purchase at Reliance Digital. Ref: POS8829102. Avail Bal: INR 72,000.00",LEGITIMATE,payment_confirmation
Your Union Bank A/C XX4102 debited by INR 250.00 on 03-Sep-24 11:20 AM via UPI to Zepto Delivery. UPI Ref: 424781920192.,LEGITIMATE,payment_confirmation
"A/C XX7721 debited for INR 1,299.00 on 27-Aug-24 towards Myntra Designs Pvt Ltd. UTR: KKBK2489102931. -Kotak Mahindra Bank",LEGITIMATE,payment_confirmation
"Debit Alert: INR 45.00 debited from A/C XX3021 on 03-Sep-24 via UPI to Mother Dairy. UPI Ref 424799102931. Balance: INR 39,400.00 -HDFC Bank",LEGITIMATE,payment_confirmation
"SafeBank: INR 80.00 debited from A/C XX4829 on 25-Feb-24 08:45 AM via UPI to mmrcl@sbi for Mumbai Metro ticket. Avail Bal: INR 1,42,850.00",LEGITIMATE,payment_confirmation
"Dear Customer, A/C XX9012 debited with INR 3,450.00 on 29-Aug-24 towards payment to Decathlon Sports India. Ref: 424190283190. -Axis Bank",LEGITIMATE,payment_confirmation
"SBI Alert: Rs 1,120.00 debited from A/C XX3819 on 01-Sep-24 20:15:30 via UPI to Domino's Pizza. UPI Ref: 424590123891.",LEGITIMATE,payment_confirmation
"A/C XX5102 debited by INR 5,500.00 on 28-Aug-24 towards MakeMyTrip India Pvt Ltd flight booking. Ref: MMT491029312. -ICICI Bank",LEGITIMATE,payment_confirmation
IndusInd Bank: INR 499.00 debited from A/C XX6019 on 02-Sep-24 for Disney+ Hotstar annual subscription renewal. Ref: IND49201923.,LEGITIMATE,payment_confirmation
Your A/C XX1042 debited by INR 950.00 on 01-Sep-24 via UPI to BookMyShow for movie tickets. UPI Ref: 424519283019. -HDFC Bank,LEGITIMATE,payment_confirmation
"Salary Credit: Your Salary for August 2024 of INR 95,000.00 has been credited to A/C XX4829 on 31-Aug-24 by Apex Technologies Ltd. UTR: APEX2489102931. -SafeBank",LEGITIMATE,salary_credit
"HDFC Bank: Salary of INR 82,500.00 credited to your A/C XX3021 on 31-Aug-24 by Infosys Limited via NEFT. Total Avail Bal: INR 1,15,400.00.",LEGITIMATE,salary_credit
"Dear Customer, INR 1,12,000.00 credited to your Salary A/C XX9012 on 30-Aug-24 by Tata Consultancy Services Ltd via NACH. -Axis Bank",LEGITIMATE,salary_credit
"ICICI Bank: Your account XX5102 has been credited with monthly salary of INR 68,000.00 on 31-Aug-24 from Wipro Technologies. UTR: CMS8920192831.",LEGITIMATE,salary_credit
"SBI: Your account XX3819 is credited with Rs 74,500.00 on 01-Sep-24 by Tech Mahindra Ltd towards August Salary. Balance: Rs 89,200.00.",LEGITIMATE,salary_credit
"Salary Alert: INR 1,45,000.00 credited to your Corporate Salary A/C XX7721 on 31-Aug-24 by Microsoft India R&D Pvt Ltd. -Kotak Bank",LEGITIMATE,salary_credit
"Your A/C XX1042 has been credited with INR 58,000.00 on 30-Aug-24 towards monthly remuneration by Cognizant Technology Solutions. -HDFC Bank",LEGITIMATE,salary_credit
"SafeBank: Monthly payroll credit of INR 95,000.00 received from Apex Technologies Ltd on 28-Feb-24. Avail Bal: INR 1,42,850.00.",LEGITIMATE,salary_credit
"Dear Customer, salary of INR 52,400.00 credited to your A/C XX8812 on 31-Aug-24 by Larsen & Toubro Limited via RTGS. -Bank of Baroda",LEGITIMATE,salary_credit
"IndusInd Bank: INR 88,000.00 credited to your A/C XX6019 on 31-Aug-24 by Accenture Solutions Pvt Ltd. Available balance: INR 1,04,200.00.",LEGITIMATE,salary_credit
"Axis Bank: Your account XX9012 credited with INR 63,200.00 on 30-Aug-24 by HCL Technologies Ltd towards salary for August. UTR: AXS892019283.",LEGITIMATE,salary_credit
"Salary Credited: INR 1,25,000.00 credited to your A/C XX4829 on 31-Aug-24 by Google India Pvt Ltd via NEFT. Avail Bal: INR 1,84,000.00. -SafeBank",LEGITIMATE,salary_credit
"Dear Customer, your PNB Salary Account XX2201 credited with Rs 46,500.00 on 31-Aug-24 by Delhi Public School. Ref: PNB2489102931.",LEGITIMATE,salary_credit
"HDFC Bank: Monthly stipend of INR 35,000.00 credited to A/C XX3021 on 31-Aug-24 by Amazon Development Centre India. Bal: INR 41,200.00.",LEGITIMATE,salary_credit
"ICICI Bank: INR 91,000.00 credited to account XX5102 on 31-Aug-24 by Deloitte Shared Services India LLP towards payroll. UTR: DEL892019283.",LEGITIMATE,salary_credit
"SBI Salary Notice: Account XX3819 credited with Rs 61,000.00 on 01-Sep-24 by Indian Oil Corporation Ltd. Total Balance: Rs 78,450.00.",LEGITIMATE,salary_credit
"Kotak Bank: Your account XX7721 has received monthly compensation credit of INR 1,05,000.00 on 30-Aug-24 from Ernst & Young LLP.",LEGITIMATE,salary_credit
"A/C XX4102 credited with INR 49,800.00 on 31-Aug-24 by Bharat Heavy Electricals Ltd towards monthly salary. -Union Bank of India",LEGITIMATE,salary_credit
"Dear Customer, Canara Bank A/C XX1940 credited with INR 55,000.00 on 31-Aug-24 by Bosch Global Software Technologies. UTR: CNRB2489102.",LEGITIMATE,salary_credit
"SafeBank: Your Salary Account XX4829 credited with INR 95,000.00 on 31-Jul-24 from Apex Technologies Ltd. Avail Bal: INR 1,38,900.00.",LEGITIMATE,salary_credit
"Salary Credit Alert: INR 78,200.00 credited to your A/C XX9012 on 30-Aug-24 by Capgemini Technology Services. -Axis Bank",LEGITIMATE,salary_credit
"HDFC Bank: INR 1,35,000.00 credited to your Salary A/C XX1042 on 31-Aug-24 by Flipkart Internet Pvt Ltd. Available balance: INR 1,62,400.00.",LEGITIMATE,salary_credit
"Credit Alert: INR 84,000.00 credited to account ending 5102 on 31-Aug-24 by Genpact India Pvt Ltd towards August payroll. -ICICI Bank",LEGITIMATE,salary_credit
"SBI: Your account XX3819 credited with Rs 67,500.00 on 01-Sep-24 by State Government Treasury towards monthly salary.",LEGITIMATE,salary_credit
"Salary Notification: INR 92,000.00 credited to A/C XX6019 on 31-Aug-24 by Oracle India Pvt Ltd via NEFT. -IndusInd Bank",LEGITIMATE,salary_credit
"Dear Customer, your SafeBank Credit Card ending 4829 total amount due is INR 14,280.00 by 12-Sep-24. Pay through NetBanking to avoid late payment charges.",LEGITIMATE,reminder
"HDFC Bank Reminder: Your Tata Power bill of INR 2,150.00 is due on 08-Sep-24. Pay via HDFC PayZapp or NetBanking to avoid late fee.",LEGITIMATE,reminder
"Reminder: Your SIP installment of INR 5,000.00 for HDFC Top 100 Mutual Fund is scheduled for deduction on 05-Sep-24 from A/C XX3021.",LEGITIMATE,reminder
"Axis Bank Alert: Total due on Credit Card XX9012 is INR 8,450.00. Minimum due INR 500.00 payable by 15-Sep-24. View statement via mobile app.",LEGITIMATE,reminder
"SBI Card Reminder: Bill for card ending 3819 generated on 25-Aug-24 for Rs 19,340.00. Payment due date is 14-Sep-24. Ignore if already paid.",LEGITIMATE,reminder
"Dear Customer, your broadband bill of INR 943.00 for Airtel Xstream account 011482910 is due on 07-Sep-24. -Airtel Payments Bank",LEGITIMATE,reminder
"ICICI Bank: Friendly reminder that your home loan EMI of INR 32,450.00 is due for auto-debit on 10-Sep-24 from your savings account XX5102.",LEGITIMATE,reminder
"Kotak Bank: Payment reminder for Personal Loan A/C 994012. Monthly EMI of INR 8,200.00 is due on 05-Sep-24. Please maintain adequate balance.",LEGITIMATE,reminder
"SafeBank: Please maintain a minimum balance of INR 10,000 in your SafeShield account to avoid quarterly non-maintenance charges.",LEGITIMATE,reminder
"IndusInd Bank Reminder: Your Car Loan EMI of INR 14,500.00 will be auto-debited from A/C XX6019 on 07-Sep-24. Ensure sufficient funds.",LEGITIMATE,reminder
"Dear Customer, your Mahanagar Gas piped gas bill of INR 680.00 is due on 10-Sep-24. Avoid interruption by paying through banking app.",LEGITIMATE,reminder
"HDFC Life Reminder: Your term insurance policy 4829102 premium of INR 12,500.00 is due on 18-Sep-24. Pay online via netbanking.",LEGITIMATE,reminder
"SBI Reminder: Your locker rental charges of Rs 2,500.00 for FY 2024-25 are due for deduction from A/C XX3819 on 15-Sep-24.",LEGITIMATE,reminder
"Canara Bank: Dear customer, recurring deposit installment of INR 3,000.00 is due for debit on 10-Sep-24 for RD A/C 482910.",LEGITIMATE,reminder
"Axis Bank: Credit Card XX9012 statement is available. Due Date: 12-Sep-24. Amount Due: INR 6,890.00. Settle dues on Axis Mobile App.",LEGITIMATE,reminder
"Dear Customer, your electricity bill of INR 1,840.00 for CA 102938192 is due on 09-Sep-24. -Adani Electricity Mumbai Ltd",LEGITIMATE,reminder
ICICI Lombard Reminder: Your motor insurance policy for vehicle MH02DE4829 expires on 22-Sep-24. Renew online to maintain no-claim bonus.,LEGITIMATE,reminder
"SafeBank: Your monthly recurring deposit of INR 5,000 will be auto-transferred from your savings balance on 10-Sep-24.",LEGITIMATE,reminder
"Kotak Bank Reminder: Your credit card bill of INR 11,200.00 is due tomorrow 04-Sep-24. Pay immediately via NetBanking to avoid finance charges.",LEGITIMATE,reminder
Bank of Baroda: Reminder to submit Form 15G/15H for tax deduction exemption on term deposits for FY 2024-25 through Baroda M-Connect.,LEGITIMATE,reminder
"Dear Customer, your post-paid mobile bill for 9876543210 of INR 471.00 is due on 11-Sep-24. -Jio Postpaid Plus",LEGITIMATE,reminder
"HDFC Bank Reminder: Your Education Loan EMI of INR 18,900.00 is scheduled for auto-debit on 06-Sep-24 from A/C XX1042.",LEGITIMATE,reminder
Union Bank: Reminder to update your nominee details for savings account XX4102 via branch or Internet Banking portal.,LEGITIMATE,reminder
"SBI Card: Gentle reminder that payment of Rs 14,800.00 towards your credit card ending 3819 is due on 07-Sep-24. Pay now via SBI Card App.",LEGITIMATE,reminder
"IndusInd Bank: Your Two-Wheeler Loan EMI of INR 3,450.00 is due for debit on 05-Sep-24 from your savings account ending 6019.",LEGITIMATE,reminder
"Dear Customer, your SafeBank branch at Bandra West will observe holiday on 07-Sep-24 on account of Ganesh Chaturthi. NetBanking and ATMs remain 24x7 functional.",LEGITIMATE,bank_service
HDFC Bank: Your new personalized Cheque Book containing 25 leaves has been dispatched via BlueDart with AWB 8920192831. Track at bluedart.com,LEGITIMATE,bank_service
SBI: Your request for new EMV chip International Debit Card ending 9102 has been processed. Card dispatched via Speed Post tracking number ED892019283IN.,LEGITIMATE,bank_service
"ICICI Bank: The login password for your Internet Banking User ID ending in 4829 has been successfully changed on 02-Sep-24 16:30. If not done by you, call 18002008.",LEGITIMATE,bank_service
"Axis Bank: Your standing instruction request for monthly transfer of INR 5,000 to RD A/C 99102 has been successfully set up with effect from 10-Sep-24.",LEGITIMATE,bank_service
"Dear Customer, your fixed deposit receipt for FD A/C XX4829 of INR 1,00,000.00 created on 01-Sep-24 at 7.25% p.a. is available for download on mobile app. -SafeBank",LEGITIMATE,bank_service
Kotak Bank: Your registered email address has been successfully updated to a****@gmail.com on 03-Sep-24 per your request through net banking.,LEGITIMATE,bank_service
Bank of Baroda: Your savings account transfer request to Nariman Point branch has been completed successfully. Your new IFSC code is BARB0NARIMA.,LEGITIMATE,bank_service
Canara Bank: Your request for change of communication address has been approved after document verification. Updated address reflected in profile.,LEGITIMATE,bank_service
"Dear Customer, SafeBank has revised interest rates on Savings Accounts and Term Deposits effective 01-Oct-24. View the new schedule on our official website safebank.com",LEGITIMATE,bank_service
HDFC Bank: Mobile Banking App version 14.2 is now available on Google Play Store with enhanced security features. Please update at your convenience.,LEGITIMATE,bank_service
IndusInd Bank: Your auto-debit mandate for utility bill payment has been successfully registered under UMRN INDU89201928310293.,LEGITIMATE,bank_service
"SBI: Your positive pay declaration for Cheque No 482910 of Rs 1,50,000 in favor of LIC of India has been recorded successfully.",LEGITIMATE,bank_service
ICICI Bank: Your request for upgrade to Sapphiro Debit Card has been accepted. Card will be delivered to registered address in 5 working days.,LEGITIMATE,bank_service
Union Bank of India: Scheduled maintenance on NetBanking and Mobile Banking servers on Sunday 08-Sep-24 from 02:00 AM to 05:00 AM. Inconvenience regretted.,LEGITIMATE,bank_service
Axis Bank: Your physical bank passbook has been updated with 12 recent transactions at our Indiranagar self-service kiosk.,LEGITIMATE,bank_service
"Dear Customer, your nominee registration for Account ending 4829 has been updated to Priya Sharma (Sister) per your submission. -SafeBank",LEGITIMATE,bank_service
Punjab National Bank: PNB One app maintenance scheduled for 06-Sep-24 01:00 AM to 03:00 AM. UPI and ATM cash withdrawals remain unaffected.,LEGITIMATE,bank_service
HDFC Bank: Your request to link PAN card with your Savings Account XX3021 has been verified with NSDL database and processed successfully.,LEGITIMATE,bank_service
"SafeBank: Your international transaction activation request for Debit Card ending 4829 has been enabled with a daily limit of INR 50,000.",LEGITIMATE,bank_service
"Kotak Mahindra Bank: Your auto-sweep facility has been activated on A/C XX7721. Threshold limit set at INR 25,000 with auto-transfer to flexi-deposit.",LEGITIMATE,bank_service
SBI: Form 16A (TDS Certificate) for Q1 FY 2024-25 is available for download on Onlinesbi.com under My Accounts > Tax Details.,LEGITIMATE,bank_service
"Dear Customer, your SafeBank locker safe deposit box agreement has been renewed for the period 2024-2027. Confirmation sent to registered email.",LEGITIMATE,bank_service
Bank of India: Your request for reissue of lost ATM PIN has been processed. Green PIN generation SMS sent to your registered mobile number.,LEGITIMATE,bank_service
"ICICI Bank: Your request for doorstep cash delivery of INR 20,000 on 05-Sep-24 between 11 AM - 1 PM has been confirmed.",LEGITIMATE,bank_service
"Dear Aarav Sharma, your monthly e-Statement for SafeBank Account ending 4829 for August 2024 has been sent to your registered email. Password is your DOB + last 4 PAN digits.",LEGITIMATE,account_statement
HDFC Bank: Your monthly account statement for A/C ending 3021 for the month of August 2024 is ready. Download from NetBanking or view in HDFC Mobile App.,LEGITIMATE,account_statement
SBI: e-Statement for Account XX3819 for period 01-Aug-24 to 31-Aug-24 has been dispatched to your email address a****@gmail.com. -State Bank of India,LEGITIMATE,account_statement
"Axis Bank: Your Credit Card ending 9012 e-Statement for billing cycle ending 28-Aug-24 is generated. Total Spends: INR 18,450.00. Statement sent to email.",LEGITIMATE,account_statement
ICICI Bank: Account statement for Savings A/C XX5102 for August 2024 is available on iMobile Pay app under Accounts > Statement tab.,LEGITIMATE,account_statement
Kotak Bank: Your consolidated monthly statement for August 2024 covering savings and investments has been sent to your registered email id.,LEGITIMATE,account_statement
SafeBank: Your Quarterly Interest Certificate for FY 2024-25 Q1 is available for download on our Internet Banking portal under Tax Documents.,LEGITIMATE,account_statement
IndusInd Bank: Your e-statement for the period 01-Aug-24 to 31-Aug-24 for Account ending 6019 is sent to your email. Password format: First 4 letters of name + DDMM.,LEGITIMATE,account_statement
Canara Bank: Monthly e-statement for SB A/C XX1940 for August 2024 has been successfully delivered to your verified email address.,LEGITIMATE,account_statement
"Dear Customer, your annual summary of deposits and interest earned for FY 2023-24 is ready for download in SafeBank NetBanking portal.",LEGITIMATE,account_statement
HDFC Bank: Credit card statement for card ending 1042 for billing period 15-Jul to 14-Aug is generated. Download password protected PDF from email.,LEGITIMATE,account_statement
Bank of Baroda: Baroda e-Statement for A/C XX8812 for August 2024 has been emailed. Open using your 9-digit Customer ID as password.,LEGITIMATE,account_statement
Union Bank of India: Your statement of account for period 01-Jul-24 to 31-Aug-24 has been generated upon request and sent to email.,LEGITIMATE,account_statement
"SBI Card: Statement for your SBI Card ending 3819 generated on 25-Aug-24. Total Spends: Rs 24,190.00. Check detailed itemized bill on sbicard.com",LEGITIMATE,account_statement
Punjab National Bank: Monthly account statement for A/C ending 2201 for August 2024 sent to your registered email address.,LEGITIMATE,account_statement
"SafeBank: Your mini-statement for A/C XX4829: 03-Sep Dr 420.00, 02-Sep Dr 2150.00, 31-Aug Cr 95000.00, 26-Aug Dr 2499.00. Bal: INR 142850.00",LEGITIMATE,account_statement
Axis Bank: Your Demat and Trading Account quarterly transaction statement for Q1 FY25 has been emailed per SEBI regulations.,LEGITIMATE,account_statement
ICICI Bank: Your home loan interest certificate for income tax deduction FY 2024-25 is available on Internet Banking under Tax Center.,LEGITIMATE,account_statement
Kotak Mahindra Bank: Account statement for Smart Saver account ending 7721 for August 2024 is now available in your Kotak Mobile Banking app.,LEGITIMATE,account_statement
"Dear Customer, your SafeBank PPF (Public Provident Fund) annual statement for FY 2023-24 has been updated with interest credit of INR 38,450.00.",LEGITIMATE,account_statement
HDFC Bank: Tax Deducted at Source (TDS) statement for fixed deposits for the quarter ending June 2024 has been mailed to your email address.,LEGITIMATE,account_statement
